,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
eye,1.0851268,0.7783807,1.3860888,0.94585407,0.802305,0.7054592,1.0033132,1.328757,1.299954,0.7158454,1.3019753,1.3714788,0.90842366,1.3779308,1.1182553,1.2569872,0.71115804,0.9860543,1.3118792,0.6746977,0.9218991,0.88770515,0.63726354,1.0201454,0.7048322,1.0733865,1.233,1.1725588,0.70933723,1.1812139,1.0949663,0.7117242,1.2430449,0.9485893,0.97163415,1.312419,1.1264244,0.74568343,1.304754,0.70728093,0.9107195,0.72202116,0.66603076,1.1229218,1.169481,1.269069,0.76219225,0.78251725,1.0616118,0.0,1.0486137,0.79084873,1.0199215,0.7095568,0.6967523,1.0029651,0.87415314,0.9362642,1.2604231,0.5949576,1.1331772,1.1000488,0.9499513,1.1069589,1.2006968,1.1802131,0.99749196,0.9715859,1.0798099,1.315318,0.94171435,1.3212065,0.83512074,1.2292199,0.899425,0.816605,1.0839401,1.0185789,1.3211713,1.0198532,0.79055405,1.0969503,0.6505245,1.0836043,0.6404859,0.66039175,0.8534455,1.1523676,1.1226386,1.3092732,1.2541635,1.330662,0.7942389,0.78038657,0.59058434,1.1791382,1.1672295,0.7600117,0.7120122,0.9593379,1.1528485,0.9614043,1.2225622,0.7927737,0.84020793,1.1898835,0.72226304,1.2877676,1.2058132,0.75981283,1.2638923,1.0217868,1.2239196,1.2275898,0.9545404,1.2355593,1.1016945,0.502558,1.1431905,1.3119888,0.8908935,0.7636286,1.0519284,0.62425745,1.1850177,1.308999,1.38403,0.68095815,0.75804764,0.7243138,1.3009268,0.9624661,0.78836626,1.3033769,1.1543349,1.0409917,0.8963485,0.5731288,1.097373
face,0.75200343,1.1186908,0.8666003,1.0644226,1.2240752,1.1972594,1.2223701,0.972152,0.84206414,1.2549105,0.9365399,0.755705,0.84981644,0.902629,0.8117052,0.97845113,1.2382697,1.3073478,1.0462948,1.2713346,1.0840147,1.3182651,1.3441243,0.8819212,1.1399755,0.93039,0.9909188,0.9487902,1.101137,0.60425216,0.9032113,1.0681213,1.1216555,1.1403458,1.153175,0.8212787,1.0518658,1.3098943,0.909723,1.2876637,1.0689036,1.0222152,0.9878973,0.8743032,1.0390531,0.97453636,1.1602888,1.0653884,0.9068883,1.0486137,0.0,1.0845473,0.77111566,1.1555281,1.2190022,0.8734092,1.3197377,0.8115459,0.9327072,1.058378,1.137998,1.1122348,1.2059247,0.23980755,0.9353614,0.9078217,0.6679316,1.0144356,1.1342013,0.7647002,0.9871215,0.8880271,1.3507769,1.0667479,1.210734,1.1700288,0.9332248,1.0618236,0.9470031,0.8881579,0.90562415,0.92401206,1.1124108,1.3405076,1.1955962,1.0369003,0.8235456,0.9868647,0.6729202,0.75904775,0.9178706,0.8109564,1.3359308,1.3226284,1.0933522,1.1992717,1.001425,1.1645212,1.3543386,1.004904,0.9919045,1.124103,0.99422216,1.1759868,1.0277344,0.9216452,1.0628784,0.90330994,0.83465683,1.2146076,0.5705152,1.050686,0.9159485,1.1464516,0.9929838,1.2365733,0.85655767,1.2645056,0.9744803,1.1069715,1.1207558,1.3613763,1.1135067,1.1869805,0.93627876,0.6399219,0.8950266,1.1564934,1.0698414,0.9913133,1.1618484,1.4323405,1.1888719,1.0835111,0.95872295,0.88159066,1.2480621,1.1193516,0.9919457
finger,1.2453232,0.82334363,1.0069183,0.98152256,0.9791583,0.781878,1.192786,1.3577957,1.3717213,0.61171633,1.2536395,1.3040888,1.0999929,1.3971312,1.1807032,1.173638,0.8565651,1.0415393,1.3083956,0.76983714,0.8218584,1.0548614,0.72034526,1.275638,0.49752766,1.1696119,1.2232103,1.2744315,1.0997603,1.2160877,1.018188,0.89312416,1.078517,1.1324251,0.8375702,1.2662103,1.0617038,0.57896733,1.4216324,0.7791798,1.2345282,0.8914708,0.87404156,1.2394831,0.9612274,1.0694289,0.660906,0.86008567,1.0509688,0.79084873,1.0845473,0.0,1.1772525,0.7229011,0.825783,0.47325462,0.69748074,1.1892961,1.3048826,0.30902255,0.83544445,0.93605465,0.8910192,0.9337818,1.2660053,0.4919455,0.9665155,1.126079,1.1679289,1.215575,1.2126179,1.0850462,0.79753083,1.1647687,1.0525578,0.8687578,1.1468786,1.06481,0.9846872,1.21328,0.42957795,0.6779983,0.46161044,1.0404671,0.46266294,0.81616914,0.66188216,1.2114978,1.1966211,1.2390989,1.0132291,1.2180797,0.63904667,0.6062359,0.8093318,1.0346,1.2376044,0.8721479,0.7928686,1.1802499,1.2078695,0.76361203,1.378566,1.0380999,1.0915909,1.2790804,0.9789732,1.1431808,0.9781889,0.9563047,1.2251118,1.1550078,0.953911,1.1008173,1.0759349,1.1410857,1.2948632,0.4222846,1.209224,1.0897062,0.7245467,0.5973825,0.78595567,0.5359723,1.3351424,1.2628706,1.3894618,0.9556352,0.16024518,0.6479817,1.0331883,0.8932658,0.9173604,1.2529678,1.2264967,1.2487631,1.0258569,0.29223514,1.1941864
firetruck,0.5802789,1.0347413,1.04122,0.99388576,1.1189059,1.1043285,1.1394533,0.95506966,0.8565465,1.1760541,1.1089079,0.75163746,0.6689297,0.8691311,0.5840617,0.9315758,1.1715999,1.2347661,0.95937496,1.1912653,1.1830769,1.2820683,1.2994853,0.5773399,1.0257163,0.7988944,1.2190366,1.0569017,0.90463793,0.86192983,0.93589497,1.0747856,1.1096827,1.122109,1.0725842,1.073494,1.2176759,1.1239563,0.90202534,1.2135425,0.9325311,1.1068403,1.0191607,1.0036377,1.2258474,1.0870428,1.0617421,1.0986195,0.86825293,1.0199215,0.77111566,1.1772525,0.0,0.89835733,1.1121138,1.050974,1.2730095,0.6659873,0.8076078,1.1472316,1.1679226,0.95694566,0.9540421,0.9514434,0.9654349,1.1385924,0.9987292,0.9724004,1.1612921,0.9477384,1.0823189,1.0443604,1.2090952,1.1214507,1.132328,1.1216011,0.97774255,0.99868,1.003367,0.72699285,1.0508575,1.1198758,1.0250018,1.2816901,1.1618395,1.0273056,0.8621104,1.1356409,0.7493535,0.88863283,1.054833,0.8775369,1.1466507,1.162796,1.0136496,1.2526467,0.8263449,1.1260073,1.1609316,0.87217474,1.0863533,1.2183282,1.0865306,1.1707097,0.9771863,1.0523287,1.0060906,1.0356305,1.0226482,1.0108312,0.8773776,1.0407242,1.077578,1.2049376,1.0437047,1.1657476,0.7275336,1.2218585,0.846508,1.1874297,1.0927683,1.1648481,1.1465644,1.1185808,0.9366602,0.9063,0.9545539,1.0588529,1.1719433,0.82595724,0.9859611,1.3610818,0.9501075,0.9675809,0.9203664,0.7148448,1.3068978,1.1283672,1.005906
fish,0.6735976,0.5792217,1.4228408,0.8576644,0.67953044,0.6716279,1.2333597,1.3770804,1.4294691,0.5504104,1.4278522,1.3546265,0.74500793,1.3142327,1.0024616,1.0452919,0.7920194,1.0636363,1.2573204,0.65388083,1.000909,1.0957682,0.8781552,0.87828696,0.42316568,1.0740237,1.4666629,1.1535369,0.84714675,1.3716295,1.3014455,0.91643965,1.0226846,0.85909706,0.80931944,1.4383245,1.0458426,0.35526985,1.4882879,0.813883,0.99136317,0.9364635,1.0688109,1.29636,1.2185692,1.308329,0.57907826,0.9757125,1.2585697,0.7095568,1.1555281,0.7229011,0.89835733,0.0,0.648581,0.96616316,0.71313745,0.6392353,1.2656162,0.62129784,1.0136589,1.1862055,0.45854032,1.1836295,1.1656239,1.0781217,1.1182172,1.0703317,1.2595154,1.4001297,1.2512565,1.3998597,0.8167904,1.2631255,0.9171628,0.8479725,1.0785369,0.7699914,1.115838,0.9070969,0.7826801,0.9797917,0.4463873,1.0432465,0.6808679,0.69532466,0.63108176,1.3012186,1.1186899,1.4279835,1.3851471,1.1825405,0.4682082,0.465981,0.48007643,1.0926244,1.1859363,0.7771896,0.62680477,0.8141784,1.1819946,0.9718795,1.4496315,1.050455,0.7744572,1.4407709,0.73916495,1.2310642,1.302357,0.6528867,1.4108502,1.1463724,1.3417418,1.3196534,1.0351641,1.1506338,1.1511859,0.5063901,1.0878255,1.1231807,0.65795064,0.6106694,0.975202,0.57517123,1.3494635,1.4550447,1.4913974,0.729601,0.64863497,0.5758608,0.88848656,0.74467367,0.5854308,1.2257042,1.0855488,1.0851194,1.1598724,0.6002442,1.1917151
flower,1.0707753,0.6344452,1.395532,0.92397064,0.67079055,0.6167809,0.8106151,1.4858723,1.4304887,0.7032927,1.493234,1.320252,1.0345055,1.4885406,1.2507831,1.0342616,0.29072666,0.76535505,1.2292262,0.4289875,0.78400606,0.84040195,0.53457755,1.1247854,0.79169875,1.2358906,1.2846328,1.2011634,0.60817754,1.3166943,1.2296429,0.9376502,1.0344486,0.99958426,0.8211092,1.398979,1.136027,0.4899419,1.3850863,0.29274023,1.0034312,0.6374454,0.65746886,1.2394048,1.2765789,1.2882926,0.8823585,0.7919694,1.2387133,0.6967523,1.2190022,0.825783,1.1121138,0.648581,0.0,1.0879561,0.6840369,0.945262,1.2938253,0.58985114,1.1578631,1.1031294,0.8479373,1.1718159,1.1121521,1.2730128,0.99402636,0.78485346,1.2522426,1.4728338,0.90116245,1.5399612,0.5385303,1.1450195,0.6549722,0.85611475,1.0758266,1.2001176,1.2685058,1.1475723,0.9180475,1.1366583,0.47225213,0.81268966,0.61670756,0.9051598,0.737836,1.236739,1.2131592,1.4507169,1.4758253,1.271833,0.4694059,0.51958156,0.78339064,1.2233,1.0526671,0.3587798,0.42314917,0.8027977,1.2314811,0.91492146,1.2748066,0.6544652,0.9702383,1.1628348,0.40426958,1.198761,1.3330618,0.52349544,1.3706095,1.2014902,1.4926505,1.1152916,1.0502512,1.2746665,1.306498,0.5155183,1.1719822,1.1080387,0.7539883,0.5956193,1.0890415,0.4966961,1.2242548,1.4546354,1.4184439,0.76216507,0.72207874,1.0297027,1.1927997,0.72773635,0.5688998,1.24111,0.9310733,1.210856,0.70960534,0.58926207,1.0253145
foot,1.1185025,1.10344,1.0141249,1.1942424,1.2350687,0.8960037,1.225447,1.1124,1.2468696,0.85887086,1.0899736,1.1117634,0.95853364,1.2339644,1.0995759,1.273679,1.1139454,1.1134202,1.2687747,0.96692944,0.859391,1.101488,0.860075,1.1034786,0.8118997,0.91677654,1.1185931,1.1244652,1.2847847,1.0036818,1.0040966,1.0081778,1.0262269,1.0945498,0.9163827,1.0358483,0.95430386,0.9688152,1.2364885,1.0649654,1.1992828,0.95849735,0.90265733,1.029854,0.97187066,1.0559366,0.72462916,1.0823255,0.9775422,1.0029651,0.8734092,0.47325462,1.050974,0.96616316,1.0879561,0.0,0.86478776,1.1121702,1.0930824,0.539899,0.92944425,0.98924285,1.1187376,0.7053866,1.0822059,0.5744834,0.91403633,1.1881518,1.14364,1.0581508,1.1066297,0.95312554,1.0080012,1.0562036,1.0993888,0.8399237,1.0025221,0.9338895,0.98460436,1.1179932,0.57910967,0.64020944,0.816301,1.0932465,0.7121465,0.9079751,0.8754469,1.1420255,1.1180795,1.1082112,0.87274796,1.1545793,0.9578856,0.9658357,1.0302863,1.0419419,1.0941802,1.0399768,1.040993,1.1822001,1.0258222,0.82948947,1.1666878,1.1537279,1.0670724,1.0604546,1.1262783,0.99588823,0.77742314,1.0704983,1.0267643,1.0597472,0.8022288,0.9772458,0.9733656,0.94761276,1.2483814,0.76910836,1.0908183,1.0317005,0.90656686,0.88874805,0.8828759,0.83535457,1.1691533,1.0890151,1.1301081,1.2159102,0.40889812,0.779983,0.9609117,1.0736006,1.2501416,1.0981072,1.1427622,1.039723,1.0905008,0.6760438,1.0330231
fork,1.216138,0.9389144,1.3051454,1.1328318,0.91799015,0.66102624,0.8944302,1.3193481,1.48929,0.5615719,1.2658684,1.4625808,1.0610124,1.5126833,1.262779,1.0389127,0.64397115,0.7794941,1.179977,0.5492287,0.742367,0.86382735,0.6793784,1.2240889,0.75448835,1.2001808,1.0634891,0.9678339,0.88341075,1.4370544,1.2300665,0.91958684,0.8579958,0.7384584,0.8328897,1.341092,0.7625813,0.50645924,1.3974724,0.5744563,0.99231094,0.93347,0.933055,1.1917803,1.0849391,1.1827495,0.80872303,1.0108434,1.1864592,0.87415314,1.3197377,0.69748074,1.2730095,0.71313745,0.6840369,0.86478776,0.0,1.1229185,1.3157818,0.5979166,1.0031555,1.0608613,0.85385394,1.2354698,1.1151512,0.92225367,1.186089,1.0483656,0.94323,1.4544472,1.053526,1.3136821,0.38222098,0.93166333,0.52598685,0.6916631,1.1065468,1.0730467,1.180173,1.2576244,0.82427156,0.9832989,0.73960704,0.6305468,0.47759622,0.93653864,1.0637343,1.1161568,1.3193768,1.4736701,1.229669,1.2340478,0.35208207,0.36027026,0.7767864,1.1250108,1.135001,0.62483376,0.49023587,0.9328505,1.0337523,1.0052235,1.3128769,0.85436624,0.99419546,1.1628125,0.7649716,1.1549759,1.1926483,0.6061781,1.4506333,1.1411235,1.2411114,0.65343624,0.982706,0.83910584,1.464276,0.6069329,1.2063513,0.947156,0.64869,0.33853173,0.7688242,0.80742335,1.3224361,1.437238,1.3919975,0.9661177,0.66093045,0.9003705,0.7489713,0.50834876,0.93412846,1.027291,1.1485815,1.1993343,0.6394989,0.6806166,1.0636911
frog,0.1617552,0.82218695,1.267235,0.8207905,0.78819096,0.8359843,1.0731992,1.1745754,1.0688856,0.99717486,1.2522521,0.9189718,0.7069093,0.89464927,0.63605237,0.69012964,1.0255666,1.0603757,0.8155861,1.0101119,1.1829109,0.9715792,1.0771896,0.95699763,0.9880079,1.1605927,1.3009161,0.9640596,0.7866681,1.1626085,1.2065845,0.9875398,1.0382221,0.9286628,0.8511843,1.2575226,1.0222656,0.9457727,1.1202744,1.1245216,0.95463043,0.91725314,0.7578683,1.1389699,1.1061419,1.1560104,1.0095304,1.0872601,1.1588691,0.9362642,0.8115459,1.1892961,0.6659873,0.6392353,0.945262,1.1121702,1.1229185,0.0,0.9698139,1.0947045,0.8982363,1.2146409,0.5905528,1.0416373,0.9720075,1.1377903,0.90693265,0.9652565,1.1654227,1.1776192,0.9725774,1.2335701,1.0792389,1.2006791,1.0729715,1.0572457,1.1056854,0.7185229,0.8254343,0.8688158,0.9972662,1.1059675,1.10791,1.1059402,1.0817485,1.0050609,0.8504355,1.1791941,0.75417894,1.1135042,1.2560433,0.86855674,1.0095206,0.9903097,0.80071825,1.0100206,0.9176445,0.9000368,0.9366266,0.7541101,0.99745315,1.1017197,1.0718125,0.982109,1.0215921,1.1653531,0.763988,1.1854851,1.1765082,0.67975664,1.1494212,0.67814314,1.2838104,1.2624762,1.2148278,1.2360659,0.9331085,0.9568298,1.12337,1.1575845,1.0215652,0.92221016,1.1671251,0.9423093,0.9825513,1.1873366,1.2240626,0.8471934,1.1682676,0.8564071,0.92924726,1.092063,0.5168482,0.8949904,1.0434756,1.0158496,1.127458,1.0886045,1.2263166
glass,0.86478555,1.2462356,0.80519676,0.8842912,1.059172,1.3462956,0.91080666,0.7046588,0.78415,1.48883,0.7654632,0.7476096,0.7956179,0.7449533,0.92182386,0.8736153,1.1524947,0.9924576,0.6287473,1.4233793,1.1835918,0.8359721,1.2511617,0.71459866,1.3829991,0.9731135,0.9132887,0.8070643,1.0772755,0.83422935,1.0705395,0.91038233,1.0561501,1.0982896,1.232096,0.81671154,1.002047,1.487113,0.70862854,1.274149,0.7557155,1.1004254,0.96937025,0.906462,0.766657,0.93896073,1.3024428,1.1043798,1.1139066,1.2604231,0.9327072,1.3048826,0.8076078,1.2656162,1.2938253,1.0930824,1.3157818,0.9698139,0.0,1.446384,0.83017164,0.9674382,0.88990474,0.9325745,0.8279013,0.8450858,0.9691404,1.101551,0.838204,0.83007187,0.58897233,0.90147686,1.328201,0.8665186,1.2142662,1.1768141,0.7469877,0.9245449,0.7133135,0.7069375,1.2049841,0.89222,1.4423532,1.0574994,1.418211,1.1934783,1.3405159,0.8269894,0.8757043,0.8041657,0.9676301,0.78339005,1.4587233,1.4772253,1.3455832,0.9312225,0.7699003,1.3017776,1.3514502,1.0702816,0.88112146,1.1290472,0.6127292,1.0699747,1.0945711,0.7625335,1.1283166,0.8564804,0.773392,1.2512777,0.83001983,0.71038616,0.94015527,0.8875294,1.1154522,0.91742283,0.79958695,1.5098339,0.9754272,0.9037607,1.3514235,1.2936349,1.1270283,1.3813493,0.5985681,0.8217526,0.6178523,1.1319063,1.3694583,1.0128554,0.79904497,1.278634,1.0625497,0.6529433,0.9970404,0.7658069,1.147218,1.469701,0.92459863
glasses,1.2009896,0.7718605,1.3432057,1.0239629,0.8969575,0.71251345,1.1085119,1.4767632,1.4757435,0.43216038,1.3583937,1.4245098,1.1259401,1.5069559,1.2099459,1.2501518,0.6842037,0.9969622,1.4244015,0.5722931,0.74004257,1.0070986,0.54159606,1.1352242,0.5364743,1.0419054,1.3001032,1.3252552,0.99687743,1.2992738,1.0738016,0.8573122,1.0481793,1.0949405,0.7580319,1.3512713,1.127505,0.43924928,1.491221,0.58243847,1.1961613,0.7436045,0.8193654,1.255165,1.1477919,1.2889082,0.5400746,0.9201225,1.0292398,0.5949576,1.058378,0.30902255,1.1472316,0.62129784,0.58985114,0.539899,0.5979166,1.0947045,1.446384,0.0,1.0875143,0.9616777,0.9194887,0.85261774,1.3433598,0.88703424,0.8982873,1.0619991,1.1797795,1.3475811,1.1316125,1.2824471,0.66614246,1.2163,0.8951537,0.67234015,1.2589107,1.0850723,1.355495,1.1787941,0.31621104,0.92505276,0.35519975,1.0065829,0.31766123,0.76958036,0.61993194,1.2859925,1.2478726,1.3734074,1.1525489,1.3517182,0.4777406,0.47715753,0.7086595,1.0920216,1.2800441,0.65941155,0.6053762,1.0679578,1.2948617,0.8422116,1.425185,0.9092591,1.017178,1.2914408,0.8763983,1.2607735,1.120986,0.75211895,1.3232882,1.1949283,1.0993087,1.1511589,0.9934008,1.1496373,1.3573618,0.2396648,1.2066141,1.1669228,0.5989055,0.5378622,0.86349124,0.57638156,1.4275075,1.401108,1.5350561,0.8763416,0.20335948,0.70578724,1.1637985,0.7937509,0.86228055,1.3869064,1.2183671,1.131522,0.89523256,0.1552515,1.1134216
glove,0.97043705,1.071244,0.75228935,0.9311042,1.0074886,0.96977466,1.1015342,1.0850712,1.0806412,1.1528965,0.99408054,0.95469415,0.809605,0.8415773,1.0202177,0.93779135,1.2048278,0.9597587,0.8968618,1.0976963,1.2412647,0.8435546,1.0843846,1.1364478,1.04016,1.184652,1.1257043,0.93081117,1.1793563,1.1740484,1.0428768,0.874728,0.92003584,1.0924369,0.9510565,1.0511061,0.89194405,1.1525373,1.0803101,1.2427202,1.0183352,0.94701564,0.7979875,1.2582417,0.8571659,0.81462586,1.0687503,0.95740134,1.0468247,1.1331772,1.137998,0.83544445,1.1679226,1.0136589,1.1578631,0.92944425,1.0031555,0.8982363,0.83017164,1.0875143,0.0,1.0497034,0.7154387,1.0441729,0.93097264,0.48909956,0.7789746,0.96306473,0.8816357,0.8678704,0.9994667,0.7585129,0.98600537,1.0758734,1.2616985,0.95453346,1.016942,0.8393516,0.28900743,0.9669451,0.9707469,0.6408757,1.2552938,0.8224957,1.1357024,1.0799271,1.2026696,1.0220675,1.1083246,0.8556354,0.88447917,0.9619175,1.1257787,1.1356357,1.1364744,0.6710257,0.91549754,1.1865653,1.1701187,1.0194174,0.86792916,0.92939764,0.7423812,1.0168401,1.1785859,1.2194531,0.88305205,0.89442074,0.7379181,0.9811356,0.9968917,0.5695815,0.8154634,0.94625384,1.4048069,1.1068832,1.0244861,1.0110219,1.2428089,0.84591305,1.3229604,0.88453406,1.0866373,0.9830117,0.85609794,0.9494469,1.0704496,1.0471214,0.9834091,0.869275,0.76630604,0.8125554,0.9212396,0.8727866,1.1799922,1.0980372,1.1283687,1.1061369,1.2395258
grass,1.1673374,1.189147,0.77830535,1.1804492,1.2520981,1.1597309,1.0666244,0.85954237,0.90850174,1.0638642,0.79368913,0.9067784,1.0150052,0.9744546,1.036388,1.1529285,1.122567,1.154382,1.1186967,1.087913,0.92312366,1.1703827,0.977309,0.9131937,1.1701362,0.507151,0.9394639,1.1908237,1.1538492,0.8773286,0.73154205,1.1430306,0.9680371,1.1707747,1.0618012,0.9316751,1.2177964,1.1014524,0.9594021,1.0621532,1.1626835,1.045435,1.1196669,0.75643,1.074138,0.8994835,0.90585953,1.1314442,0.61805296,1.1000488,1.1122348,0.93605465,0.95694566,1.1862055,1.1031294,0.98924285,1.0608613,1.2146409,0.9674382,0.9616777,1.0497034,0.0,1.2155397,1.0531471,1.1634691,0.84305114,1.1575686,1.0163622,0.79759777,0.88667196,1.0639583,0.81967187,1.0852996,1.0409237,1.0580791,0.8708662,1.1680603,1.0796894,1.0387717,1.12011,0.9578073,0.98185915,1.0516157,1.0933213,1.051995,1.0890424,1.0394052,1.0243119,0.8684158,0.8302706,0.7856393,1.0134549,1.053691,1.0648468,1.1773953,1.0165579,1.0001372,1.1193336,1.169672,1.0945748,1.0879508,1.0565765,1.1309971,1.1440611,1.0470538,0.8485223,1.1398101,0.92492574,0.9384358,1.1512142,0.9274365,1.1423863,0.8164999,1.0224915,0.76690966,0.8638245,0.948753,1.1031166,0.68141556,1.0567521,0.94194424,1.0834254,0.886359,1.1641146,1.1359987,0.8894423,0.8953338,1.1739185,0.9973428,1.1006917,0.9746626,1.0731362,1.2847939,1.078539,0.87952846,0.8486708,1.0711412,1.043199,0.80480146
gum,0.6764472,0.6374389,1.3239316,0.6384549,0.6487883,0.8728043,0.9660675,1.3003515,1.3084085,0.85021985,1.3328726,1.1836764,0.95224684,1.111701,0.89429677,0.61997324,0.8487731,0.8725944,0.69724625,0.89483345,1.1976947,0.7897403,0.96388614,0.99454427,0.72463965,1.3643547,1.3917286,1.0017855,0.78951585,1.4265199,1.2967961,0.8499136,0.6604712,0.83889973,0.60600924,1.4345936,0.92161286,0.56655526,1.3110521,0.9214877,0.83509326,1.0776868,1.0046179,1.3668544,1.030589,1.1390274,0.8582029,0.93627787,1.3503737,0.9499513,1.2059247,0.8910192,0.9540421,0.45854032,0.8479373,1.1187376,0.85385394,0.5905528,0.88990474,0.9194887,0.7154387,1.2155397,0.0,1.2223312,1.1391766,0.9588371,1.0451784,1.071824,1.1845845,1.3059185,1.0637262,1.2853137,0.8506763,1.1727376,1.0583441,0.906167,1.0297157,0.7726367,0.842492,0.8966113,0.87082744,1.018718,0.821362,0.95003706,0.86034644,0.8270936,0.96545696,1.1386024,1.1092362,1.3054514,1.3539726,0.90377164,0.6578366,0.69294155,0.7458019,0.9260262,0.95614904,0.8908227,0.77675384,0.88085204,1.1358597,1.0964103,1.1346244,0.9503357,0.90255326,1.3431549,0.8493943,1.1791568,1.2134899,0.67764527,1.3531114,0.8237293,1.3148468,1.1415379,1.2857136,1.1770046,1.1241653,0.7442219,1.2461314,0.8046301,0.9514589,0.6908836,1.1112156,0.746313,1.1721189,1.4116132,1.3655125,0.61821645,0.89489985,0.73325276,0.660627,0.76479304,0.35023296,0.885051,1.2202859,1.1378,1.1639712,0.85681725,1.2935367
hair,0.94217324,1.178771,0.7988727,1.0939939,1.2622377,1.2113311,1.2659075,0.99466264,0.9237379,1.2204919,0.883744,0.85551345,0.95425594,0.9976196,0.96225655,1.1262059,1.2509265,1.3607532,1.1618782,1.2672666,0.9185744,1.282731,1.2535446,0.9217643,1.105248,0.9045148,0.9110381,1.0064211,1.2401831,0.5828438,0.9314024,1.105371,1.0307837,1.1852956,1.1293862,0.76839983,1.0256509,1.2978556,0.9412036,1.2570791,1.18221,0.9865808,1.0224609,0.83291835,1.0180639,1.0188615,1.0494101,1.0397228,0.90445757,1.1069589,0.23980755,0.9337818,0.9514434,1.1836295,1.1718159,0.7053866,1.2354698,1.0416373,0.9325745,0.85261774,1.0441729,1.0531471,1.2223312,0.0,0.96835124,0.7715324,0.5913949,1.0324306,1.1130002,0.68857706,1.0596652,0.8167478,1.3204172,1.0079547,1.2278186,1.0330564,0.9126845,1.0486461,0.96252716,0.9152659,0.7256249,0.7889601,1.0881152,1.3281279,1.1438879,1.041932,0.8957058,0.970015,0.9088527,0.7662002,0.8076525,0.92411894,1.31514,1.3199515,1.1686926,1.1244601,1.1224387,1.1658535,1.3971865,1.0922699,1.004576,1.0275315,0.9746567,1.2039557,1.0644891,0.87470376,1.0853032,0.85942835,0.6639294,1.3075376,0.5450872,1.1258223,0.7916168,1.0589522,0.93080074,1.1935289,0.9954585,1.2000213,1.0004952,0.99454635,1.1217104,1.3297067,1.002345,1.1990712,0.94050336,0.61545324,0.87500226,1.2809644,0.9085445,0.9732439,1.1249977,1.387614,1.3197589,1.151188,1.011096,0.8758454,1.1472082,1.0196259,0.90986246
hamburger,0.9494828,1.0492461,0.8653977,0.9753083,1.0419027,0.9413972,1.0440357,0.9021603,0.9392941,1.2828588,0.98411274,0.85261637,1.002286,0.8242229,0.9267644,0.90236497,1.157248,0.95343447,0.89883447,0.9378419,1.2234745,1.0818588,1.3105121,1.0670514,1.2017376,1.1950295,1.0216974,0.420496,1.0433562,0.9429717,1.1060238,1.0358844,1.1270473,0.6731786,1.1230421,0.9756029,0.55114216,1.3090107,0.9731417,1.2378821,0.9118216,1.0749592,1.0182642,1.0694443,0.90714717,0.90849775,1.1652753,0.9836716,1.1843357,1.2006968,0.9353614,1.2660053,0.9654349,1.1656239,1.1121521,1.0822059,1.1151512,0.9720075,0.8279013,1.3433598,0.93097264,1.1634691,1.1391766,0.96835124,0.0,0.9825975,0.8978385,1.0216203,0.9377201,0.95463294,0.96089524,1.0403528,1.1755505,0.9881748,1.121983,1.2083147,0.68248606,0.8844474,0.80865896,0.9134116,1.1796986,0.83061457,1.2542852,0.93789196,1.3063936,1.0973412,1.0968561,0.927119,0.93398046,0.9086778,1.1329088,0.85297525,1.3073416,1.3020141,1.0320746,1.0644003,0.7476971,1.1958836,1.0404714,0.9183533,0.4745884,0.99061024,0.8971424,1.0201589,1.0298649,1.0071429,1.0272958,0.859537,0.9709039,1.2034793,0.91381216,0.9803844,1.09755,0.90321064,1.2545495,0.9986787,0.8753474,1.3611135,1.0903071,0.993254,1.1945204,1.191998,1.2076852,1.1123793,0.8980639,0.85358477,0.84023416,1.1090226,1.2666914,1.146813,1.0713499,1.1619728,1.1105225,0.5993148,0.89872944,1.1119647,1.1759689,1.3094708,1.0928999
