,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,cloud,game
lamp,-0.11994046,-0.050144505,-0.0051790895,-0.07305749,-0.053051993,-0.048753295,-0.0966212,-0.062883735,-0.24023172,-0.11300194,-0.17038438,-0.122173265,-0.11485058,-0.061722826,-0.06655582,-0.116524465,-0.11831637,-0.12284063,-0.06804109,-0.12094239,-0.12273391,-0.057995304,-0.09308958,-0.074910045,-0.068837315,-0.05806692,-0.06282122,-0.07565536,-0.15520068,-0.122592136,-0.116797276,-0.12446808,-0.14449081,0.12479244,0.13469371,0.16435319,0.041039176,0.04508886,0.23887339,0.22113335,0.16245566,0.15998456,0.064084776,0.15497196,0.16714229,0.115866005,0.16741663,0.39214808,0.3267975,1.0,0.041879784,0.0078004776,0.16450846,0.013794992,0.0003736131,-0.03298159,-0.07286651,-0.058363553,-0.02681846,-0.13840678,-0.000470154,0.1406299,0.00831054,0.0791029,0.06704215,-0.1594716,-0.18625797,-0.22890699,-0.2341168,-0.12207179,-0.18520671,-0.14244853,-0.12606683,-0.10776047,-0.18223792,-0.1682109,-0.0844696,-0.09646724,-0.07155367,-0.20496315,-0.17313123,-0.15144496,-0.045565102,-0.10108855,-0.20037514,-0.21892655,-0.18396562,-0.10760513,-0.14697716,-0.12041389,-0.074521124,-0.18219379,-0.09089134,-0.034263697,-0.06537817,0.08055324,-0.01642123,0.10904345,0.045119368,-0.020875098,0.15588668,0.11019437,0.047348145,0.0059794923,0.0034606014,0.022811932,0.14855841,0.020924605,0.11298826,0.10855982,-0.015785925,-0.028726902,-0.0627238,-0.05654722,0.1738483,0.2304495,0.18581161,0.17492574,0.13549478,0.12468195,0.14029823,0.06620346,0.011714436,0.16573629,0.23392572,0.048900206,0.06849029,0.061194263,-0.012852907,0.17697641,0.27087727,-0.08375444,0.03757122,0.14954087,0.15127233,0.07449193,0.13624406,0.034281395,0.0907139,0.097851396,-0.022736745,0.022346336,0.04312168,-0.049223088,-0.05987278,-0.08413557,0.04539126,0.0042898827,0.010230636,-0.016877651,0.12614106,0.042390365,0.046642363,0.1317518,0.0719149,0.14291015,0.054438204,0.17704618,0.06654255,0.20848158,0.21154223,-0.08233697,0.019706849
car,0.07518579,0.13309662,0.12272105,0.09965809,0.06896957,0.111819044,0.11661044,0.017502433,-0.014193179,-0.004887199,0.04493503,0.14919512,0.06519616,0.08991131,0.12216374,0.11601664,0.10600486,0.10189377,0.07562106,-0.014151555,-0.014526419,-0.055998743,-0.0767612,-0.14738902,-0.14190942,-0.0637926,0.029179337,-0.08518396,-0.07725949,0.071465515,-0.050586235,-0.04369212,-0.03299173,0.07215676,0.07325789,0.09447737,0.12966934,0.076842904,0.00813538,0.03199238,-0.0017182454,-0.0361521,-0.0099963285,0.010584728,0.21358445,0.00338717,-0.06345419,0.030632293,0.0028197914,0.041879784,0.9999999,0.27357844,0.16344647,0.10595618,0.07762804,0.11694086,0.08876215,-0.00402903,0.0052711777,-0.031648982,-0.012794308,0.011687666,-0.034457214,0.009948675,-0.17978552,-0.039023634,-0.02656372,-0.031431038,-0.0068570543,-0.08900046,-0.063848436,-0.0987813,0.0034994744,0.018158179,-0.08312878,0.066699594,0.04577084,0.031834327,0.11938015,0.07171879,-0.009961194,-0.06318558,0.015583886,-0.07541509,-0.012415908,-0.06730749,-0.06696913,-0.07409491,-0.008359764,-0.091388054,-0.033712775,-0.06304818,-0.045315534,0.018947002,-0.006352295,-0.046225287,-0.05742015,-0.05665823,-0.07605855,-0.07168461,-0.08393293,-0.122772045,0.019338481,-0.03351558,0.026802205,-0.055244833,0.1309692,-0.10489207,-0.06850125,-0.07218594,-0.13159768,-0.12541954,-0.07461021,-0.0028552068,-0.06296922,-0.0036924547,-0.08145057,-0.067459576,-0.14606547,-0.15429407,-0.056516472,-0.13036382,-0.11065863,-0.084267296,-0.04722811,-0.1027603,-0.10792731,-0.15071796,-0.07995552,-0.083269835,-0.102723785,-0.05806094,-0.015075648,0.007817948,0.0259298,-0.038854018,0.020903967,-0.06188456,-0.0038839914,0.022707712,-0.03753081,0.061338693,-0.00395895,-0.025925927,-0.10515699,-0.08604932,-0.13003512,-0.14317173,-0.10409764,-0.035075344,0.019336015,0.024094388,0.024350429,-0.077080645,-0.06950249,0.0731615,-0.07367231,-0.101438016,0.022967886,-0.11229949,0.047656,-0.11230658,0.0019109435
motorcycle,0.030931659,0.022757683,0.044053894,0.023199726,0.105236486,0.13439909,0.06659521,0.0840389,-0.005673537,0.025923042,-0.026744042,0.035173286,-0.027829986,-0.083882466,0.032184538,0.12281601,0.22817868,0.12237232,0.07878838,-0.0526344,-0.08630695,-0.118232764,-0.06706384,-0.0894013,-0.08053285,0.07952197,0.027629675,-0.11508196,-0.05322668,-0.005852796,-0.11559462,-0.039102994,-0.029743742,0.08828887,0.087701,0.026381437,0.07722141,0.11724597,0.04817405,0.044340987,0.0038716933,-0.00825533,-0.056623492,-0.002810793,0.17199829,0.027675586,-0.033459187,0.06851606,0.083910465,0.0078004776,0.27357844,1.0000002,0.38659573,0.21182024,0.26047164,0.19949472,0.23819962,0.003650656,-0.03450317,-0.09368156,-0.11183511,-0.016125863,-0.036005393,-0.09780154,-0.10042085,-0.10573934,-0.18985254,-0.07252381,-0.06666049,-0.00022800639,-0.08412955,-0.13008296,-0.03231155,-0.01919844,-0.066096984,-0.05131341,-0.020766038,0.037650377,0.019819729,-0.006471059,-0.023923669,-0.08237004,-0.09218499,-0.08756727,-0.09228374,-0.13459209,-0.1399174,-0.1195137,-0.09120862,-0.07137117,-0.09916821,-0.07905565,-0.089393474,-0.0032157288,0.015310936,0.0008315742,0.034568094,0.06932712,-0.064583115,-0.06768117,-0.0972436,-0.08927139,0.12524599,-0.019931097,-0.034992646,-0.049566377,0.06629287,-0.13135464,-0.1220904,-0.05688589,-0.07244264,-0.10618981,-0.042326577,0.033628017,-0.034409158,-0.050406653,-0.08050538,-0.048566267,-0.076508544,-0.07602975,-0.04467414,-0.07003219,-0.081325665,0.029473402,-0.0067244433,-0.087024905,-0.044170927,-0.112069264,-0.11724089,-0.040879384,-0.030529646,-0.15080486,-0.14316334,-0.089315504,-0.021938786,-0.04926482,0.087363034,-0.014463722,0.020321341,0.22893904,0.08309829,-0.016406793,0.03717877,0.027142879,0.027447898,0.086479224,0.028633527,-0.13843626,-0.14252062,-0.07731502,0.019367611,0.054173857,0.022176053,-0.035488617,-0.086690485,0.08609558,-0.03123203,-0.013645444,0.16731387,-0.0049586315,0.06316614,-0.031179234,-0.0043640547
tricycle,0.0003125295,-0.01843993,-0.024245426,0.037092224,-0.041799895,-0.030761417,-0.028111884,0.038210705,-0.05349778,-0.031789977,-0.079411075,0.012104031,-0.0076068994,0.0071380697,0.016347537,0.14188948,0.0975098,0.016034704,-0.02110424,-0.07908437,-0.062082406,-0.04819737,-0.14136328,-0.13123363,-0.068361886,0.037314214,-0.073621616,-0.056757644,-0.15161875,-0.052882146,-0.114832446,-0.0659605,-0.1651155,0.023543227,0.038610786,0.0015943302,0.04562524,0.019066034,0.052537564,0.023755843,0.021504195,0.02365991,0.055535223,-0.046822034,0.5326066,0.1937151,0.13083614,0.08896041,0.184551,0.16450846,0.16344647,0.38659573,0.9999999,0.18672904,0.14859633,0.03691437,0.054496635,-0.041739423,-0.009377098,-0.028276635,0.059169553,0.073338285,0.2592787,0.21919411,0.13146146,-0.09770421,-0.10560731,-0.058185235,-0.13051455,-0.08362353,-0.14159262,-0.124450624,-0.057244014,-0.08670231,-0.12756015,-0.10740124,-0.07821687,-0.0023384616,-0.12788838,-0.14892814,-0.17607635,-0.13929373,-0.05491248,-0.13105454,-0.15348463,-0.13076423,-0.1348306,-0.020353982,-0.08901687,-0.03972807,-0.14309897,0.008607114,-0.06843191,-0.08436276,-0.08746519,0.026602505,-0.012557605,0.021293515,-0.010370734,0.019305974,-0.07115756,-0.030532565,0.040501148,0.08305736,0.016962864,-0.014559692,0.31014928,0.0016793108,0.037631553,0.08775088,0.008826611,0.015339206,-0.025961885,-0.12559392,-0.13029297,-0.12308349,-0.13547099,-0.1526657,-0.10855301,-0.039241526,0.08276196,-0.038588893,-0.13582519,0.13176213,0.035491213,0.00769544,-0.09727217,-0.20435846,-0.12130673,-0.023749353,-0.05776878,-0.12107302,-0.10049613,-0.00073745474,0.11655792,-0.010549884,0.05044631,0.024121532,0.0069329925,0.10205215,-0.0010995949,-0.026258497,-0.08221364,-0.010306183,0.027957246,-0.01545787,-0.021838136,-0.057630286,0.013467637,0.02351881,0.117601864,0.28858256,0.16447519,-0.10669659,0.057644118,0.09248892,0.046757113,-0.035573743,0.051528916,0.022598648,0.096122146,-0.052677453,0.11628303
boat,0.061449416,0.17621517,0.0009817295,-7.187575e-05,0.041783452,0.17126778,0.024877433,0.036030747,0.005186685,0.0879481,0.041166365,0.021357447,-0.06268962,-0.09197145,-0.044844367,0.10335204,0.111913726,0.112218134,0.044556998,0.018060938,-0.0066141626,-0.06381975,-0.08716205,-0.04669582,-0.05064542,-0.045280166,-0.09394789,-0.12052087,-0.10353826,-0.027991984,-0.09066273,-0.041631293,-0.0071807876,0.07851296,0.18405113,0.038907614,-0.0058814026,0.022048045,0.03612615,0.063161284,-0.01083605,0.07643233,0.07747325,0.08132118,0.19077906,0.02329177,0.13875303,0.050310075,0.044348214,0.013794992,0.10595618,0.21182024,0.18672904,0.9999998,0.19219702,0.15268102,0.19570373,0.009550212,0.059359107,-0.022414334,0.032994367,0.017797349,0.0942976,0.052984603,0.09072154,-0.06702158,-0.110375375,-0.18993548,-0.12772049,-0.06081059,-0.123165935,-0.07907583,-0.074738935,-0.12071775,-0.08870065,-0.12495937,-0.03361775,-0.0916314,-0.031767372,-0.095097005,-0.09931277,-0.03866594,-0.14628188,-0.07330598,-0.037087515,-0.01725585,-0.0021395758,-0.13471721,-0.03505464,-0.11249782,-0.08685531,-0.040162306,-0.024831945,0.026306514,0.028105685,-0.034497064,-0.06425269,0.0011297669,-0.00018082745,-0.05570459,-0.0040570684,-0.017713293,-0.0070475023,-0.042809535,-0.07047981,-0.08745872,0.0321426,0.063751906,0.055035885,0.059174933,-0.045323804,0.032642145,0.0043497086,-0.049561765,-0.09044111,0.046400122,-0.08356133,-0.06119094,-0.06817479,-0.06484963,-0.050173454,0.09554101,-0.04229411,0.18097106,0.07379003,0.07999224,-0.066657156,-0.13320953,-0.19159915,-0.0489346,-0.04735516,-0.099874586,-0.12789716,-0.08461464,-0.015940236,-0.0059638293,0.028209234,-0.061661866,-0.023676626,0.016146038,0.015222993,-0.01867878,-0.06173119,-0.031476825,-0.023194147,-0.072174035,-0.049959153,-0.09042246,-0.08890587,-0.00831596,0.07434854,0.03677365,0.04113739,-0.050079003,-0.0856123,0.026486143,-0.029141273,-0.010633772,0.06387546,0.016045613,0.09059851,-0.023041423,-0.045507714
helicopter,0.059318215,0.038168807,0.12518756,0.1797666,0.14290655,0.043999813,0.08060907,0.0195476,0.048618723,0.13702594,0.08197465,0.1359183,0.04798355,0.1135564,0.035713837,0.05371328,0.082749635,0.01070969,0.025396295,-0.08497344,-0.10036994,-0.095165886,-0.09230207,-0.07940073,-0.034110792,-0.032598864,-0.09331456,0.0030315071,-0.0089498535,-0.03911494,-0.114260554,-0.124662735,-0.114683285,-0.033558168,-0.037248675,-0.07268838,-0.03515451,0.02225814,-0.06753004,-0.033343572,-0.082983196,-0.046069637,-0.00066296663,-0.027877633,0.055280723,-0.072416164,-0.1142642,-0.033789203,-0.03416274,0.0003736131,0.07762804,0.26047164,0.14859633,0.19219702,1.0000001,0.38576695,0.21834373,0.014389012,-0.0047713583,-0.04393771,0.04845371,0.009137959,0.043213077,0.06925974,0.08281476,-0.14667019,-0.0703443,-0.019728322,-0.077363305,-0.060763434,-0.087262936,-0.10922791,-0.0026661637,0.01404224,0.008013498,-0.05073226,0.053181615,0.024181468,0.015806032,-0.09628932,-0.059083775,-0.06506514,-0.13137443,-0.09639397,-0.1210352,-0.04167267,-0.1414901,-0.14373776,-0.02773837,-0.09388774,-0.11750375,-0.088603556,-0.056164745,-0.034169216,0.0050674863,0.039733946,-0.0024015969,-0.0022085253,-0.019868474,-0.058349006,-0.06792508,-0.08993402,0.11530487,0.02530794,-0.1281701,-0.12231217,0.051302213,0.0017151929,-0.034261953,0.0029457414,-0.026447881,0.028408384,0.007044358,2.96738e-05,-0.029177312,0.0151630305,-0.023127653,-0.008396597,-0.032130457,-0.028592883,-0.07577763,0.04567419,0.028314434,0.01245394,-0.016074695,-0.022258587,-0.016077507,-0.13237268,-0.17341927,-0.14729479,-0.046442904,-0.07759449,-0.17502153,0.022855552,-0.014338441,0.07209526,0.0143240765,-0.011458576,-0.0116237495,0.041807592,0.0152095705,-0.080183856,-0.082950965,-0.020660968,-0.032370083,-0.06365617,-0.08734622,-0.12339093,-0.10914819,-0.099761635,-0.029283214,0.10413905,0.01099656,0.08834489,0.021930238,0.028007852,0.035069514,0.016737936,0.2057882,0.016295565,0.12462519,0.07667354,-0.011075929
firetruck,0.0279637,-0.016290408,-0.048904605,0.04819557,0.031487167,0.005012475,0.03143882,0.0125909,0.0027686392,0.07924462,0.06345495,0.015808951,0.027813103,0.059366107,-0.024226341,0.05309196,0.052258506,0.04889415,0.027800301,-0.00056711584,-0.0427176,-0.059930388,-0.047245823,-0.08685127,-0.045425497,-0.02154604,-0.04052738,-0.038377292,-0.11720422,0.0036134934,-0.10185005,-0.12280528,-0.052629903,0.12188574,0.0684295,0.005508351,0.09581171,0.1405322,-0.04512266,-0.008314827,-0.010753043,-0.026831303,0.016584618,0.014127454,0.03129346,0.01935988,-0.076873034,-0.13754353,-0.13663101,-0.03298159,0.11694086,0.19949472,0.03691437,0.15268102,0.38576695,1.0000005,0.34397334,0.031997833,-0.0009587426,-0.041928533,0.08368149,0.06472309,0.064104386,0.050517682,0.05869259,-0.04572718,-0.071966946,-0.043605957,0.02359384,-0.06936337,-0.0694278,0.002434427,0.013946021,0.02305888,-0.034226418,-0.028437154,0.09385982,-0.014464449,-0.04164462,-0.0717656,-0.08099989,-0.056603223,-0.05965916,-0.13582061,0.012062608,-0.05547502,-0.14764456,-0.10786816,-0.081674345,-0.05644253,-0.13493729,-0.10234587,-0.022120878,-0.07776742,0.004116932,-0.038734816,0.060160562,0.029487032,-0.002938725,-0.019583616,-0.07606782,-0.06405329,0.034275066,-0.032043297,0.016995437,-0.026518498,0.06396705,0.01683019,-0.01800013,-0.0071180724,-0.044659838,-0.00958788,-0.081034884,-0.0010758704,-0.05685857,-0.04745247,-0.10987361,-0.10100021,-0.107381985,-0.10073908,-0.14265612,-0.026215833,-0.047285113,-0.06159781,-0.040447954,-0.014133679,-0.04997899,-0.10041482,-0.034650203,-0.04150173,-0.08505643,-0.10338825,-0.09806205,-0.034218453,-0.09716881,-0.028205192,0.004852711,0.09913094,0.028051496,-0.02080122,0.0017316602,-0.004382739,-0.017317118,0.06719176,-0.0014299098,0.07312423,-0.08134869,-0.04322061,-0.029052071,-0.028118487,0.017731525,0.08822,0.018492699,0.033519622,0.014844013,0.014506074,0.0023600776,-0.035937063,0.051639028,-0.024061523,0.09396552,-0.0043085404,-0.031527374
truck,-0.07124822,0.04909935,0.008729007,-0.0040844735,0.0031155366,-0.02315694,0.003684206,0.052660435,0.079655804,0.015858289,-0.0129143,0.092859745,-0.006924497,0.009158418,-0.068648845,0.040328056,0.09787745,0.018723225,0.06574817,-0.03887929,-0.046659753,-0.06440154,-0.087013304,-0.062369347,-0.018510316,0.019267006,-0.046218414,-0.043100953,-0.096004665,0.01884157,-0.07603342,-0.043342087,-0.025248263,0.044870727,0.02938625,0.013067914,0.12851918,0.0408497,0.07225492,0.040680207,0.021902597,0.0074695414,0.020112425,-0.019300532,0.013353303,0.008255906,0.01607027,0.023334201,-0.007826276,-0.07286651,0.08876215,0.23819962,0.054496635,0.19570373,0.21834373,0.34397334,1.0,0.06307716,0.07073192,-0.04127972,-0.031461574,-0.027506199,0.041256525,0.022620909,0.036033418,-0.06454987,-0.13719228,-0.11825922,-0.08599507,-0.097169325,-0.091740325,-0.051258557,-0.0066854507,0.05541069,0.049931545,-0.10413302,0.030701006,0.053094674,0.006357557,-0.031931344,-0.0006622439,0.05983062,0.008110115,0.01337065,0.018501118,0.029340534,0.021396816,0.011263496,0.028207442,-0.031980824,-0.012783012,0.007375804,-0.036279723,-0.09659395,-0.039745107,-0.14647532,-0.03753148,-0.05282778,-0.09487705,-0.10991851,-0.057292104,-0.04446645,-0.06823726,-0.078949764,-0.10874303,-0.13176931,0.013994608,-0.043453738,-0.085231125,-0.036381714,-0.10093969,-0.034041096,0.033855572,-0.009224752,-0.03891237,-0.017280161,-0.022716489,-0.0056437775,-0.0085894205,-0.0744403,-0.102385014,0.018185731,0.07871621,-0.11067363,0.0019372038,0.1937285,0.001839174,-0.069885865,-0.016666714,-0.078570314,-0.06604284,-0.051163778,-0.033447746,0.010223895,-0.038112763,-0.069338,0.051452428,-0.016771939,0.016881961,0.009806998,0.0062534,-0.039267853,-0.053731248,0.05440712,0.034335174,0.07425447,-0.08300129,-0.099885955,-0.07218031,-0.07084807,-0.081247956,0.08444393,0.025268428,-0.019547522,-0.0798012,-0.08273406,-0.08836766,-0.079379216,0.053360805,-0.07409147,-0.015882134,0.02374209,-0.055843465
snow,0.091129705,-0.024196882,0.02164661,0.013410517,-0.039577413,-0.06665382,-0.03368098,-0.058969513,-0.08930135,0.026553215,-0.0010146541,0.015001659,-0.05757954,0.015994016,-0.059266675,-0.006738046,0.012041894,-0.021307295,0.010118916,-0.068146616,-0.031863075,-0.013624039,0.036926232,-0.029814128,0.017555574,0.030057576,0.013384206,-0.017314456,-0.035898767,0.015562808,0.069802225,0.022939906,-0.02221135,-0.0715398,-0.08607429,-0.10900289,-0.040339608,-0.07401244,-0.020040266,-0.03629075,-0.05478343,-0.035851732,0.061976984,0.11007467,-0.07339438,-0.0460767,0.062148493,-0.06686656,-0.05762451,-0.058363553,-0.00402903,0.003650656,-0.041739423,0.009550212,0.014389012,0.031997833,0.06307716,1.0,0.19078222,0.10573139,0.109227605,0.0005995566,0.11884284,0.02891217,0.12938972,-0.020574525,-0.005137627,0.007520995,-0.013653649,0.001970794,-0.0001489874,0.01975976,-0.05071672,-0.012567416,-0.013270395,0.013317586,0.024586625,-0.008963686,-0.017670233,-0.013164386,-0.066928476,-0.06214036,0.01298657,0.04879086,0.029562041,0.018568555,-0.05365216,-0.0844665,0.014078656,0.04459142,-0.04073571,-0.070358664,0.059904404,0.004042113,0.064217106,-0.07161133,0.041654572,-0.046949558,-0.0006419094,-0.037157744,-0.10179466,-0.09183301,-0.13602895,-0.1424771,-0.14008811,-0.06874474,-0.027617488,0.060945675,0.019846478,0.09237151,-0.0084829815,0.13714811,0.16544783,0.024494765,-0.06497739,-0.08951644,-0.060239233,-0.055200085,-0.02192363,-0.02170659,0.03146773,0.04851109,-0.02628544,-0.039556444,-0.023968102,0.11378099,0.1352817,-0.00048032543,-0.030962013,0.05554001,0.00013216212,0.035620596,0.01682937,-0.07552215,0.034102328,0.016019477,-0.02684709,-0.07598668,-0.026439833,-0.0022912838,0.038071804,0.057187483,0.05016563,-0.09627527,-0.0033120736,-0.056576956,-0.037885133,0.08979992,-0.06084324,-0.054862443,-0.10615334,0.000736529,0.030099379,-0.045654085,-0.021536835,-0.09599653,-0.11633979,0.0017579962,-0.07799791,-0.033091057,-0.08106691,0.27833998,0.012025211
tree,-0.044123292,0.0008831341,0.10079451,0.09361403,0.19086145,-0.03640921,0.05944039,0.02539475,0.032587063,-0.0038823765,0.021839036,0.15078413,-0.007867301,0.09403694,0.06501086,0.082339704,0.121629,0.016430417,-0.06633901,-0.16022712,-0.06997557,-0.05974313,-0.054513793,0.08433227,0.1193704,-0.021072317,-0.03210554,-0.047883656,-0.01561933,0.04578313,-0.03497779,-0.06626092,-0.10504675,-0.08013596,-0.10464952,-0.1342511,-0.00084521715,-0.022233672,0.045511425,-0.016911715,0.10111923,0.057286188,0.11280821,0.19430417,-0.0033971644,-0.062405743,0.2362583,0.034532934,0.029049363,-0.02681846,0.0052711777,-0.03450317,-0.009377098,0.059359107,-0.0047713583,-0.0009587426,0.07073192,0.19078222,1.0000001,0.23533148,0.15915126,-0.036048062,0.15427928,0.22153543,0.13246201,0.00238067,-0.055835202,-0.021590104,-0.07076883,-0.14033142,-0.04157838,-0.011564642,-0.10534008,-0.06807345,-0.0024542473,-0.06510401,-0.09691136,-0.15585078,-0.20268317,-0.09658339,0.09847773,0.01920929,-0.06305052,0.003986995,0.070432976,0.06693186,0.0949897,0.09367207,0.15639591,0.058509562,0.093025394,0.2687143,0.1328389,0.22532266,0.3309796,-0.07923703,0.07094217,-0.06296246,-0.05240421,-0.085526675,-0.16519982,-0.13043076,-0.071232855,-0.037432034,-0.17992714,-0.104390904,-0.027945673,0.02189133,0.029438803,0.028729435,-0.030346699,0.18957834,0.14099476,-0.03422951,-0.14460333,-0.10465779,-0.15193005,-0.15617356,-0.12921694,-0.051310465,-0.056211103,-0.017789114,-0.057266645,0.075523764,-0.017151278,0.052803904,0.06879469,-0.02537075,-0.07809456,-0.080664374,-0.041125186,-0.072582304,-0.12320566,-0.13198695,0.022116074,0.033264786,-0.06306473,-0.09993735,-0.0115451105,-0.0807045,0.0016408674,-0.09691772,-0.120471805,-0.040539168,-0.0788147,-0.106075995,-0.060783207,-0.12254557,-0.122162566,-0.1716182,-0.13703203,-0.17176099,-0.05884497,-0.16466494,-0.12590855,-0.11442278,-0.12162648,-0.05614717,-0.1331397,0.0073838998,-0.0643238,0.3660047,-0.059429035
grass,-0.09320816,0.038848944,-0.036526643,-0.019294972,0.02520969,-0.073413864,0.02491993,0.10359845,0.100943536,0.022360861,-0.038412664,0.017850004,-0.03533898,0.042267174,0.09466635,0.11441065,0.02854086,-0.029640842,-0.032178216,-0.01665971,0.09882702,0.12603104,0.043966904,0.041832782,0.101142414,0.026820948,-0.014137152,-0.0062522525,0.029411908,-0.0046451297,0.09735282,-0.014037058,-0.050034463,-0.114994735,-0.10501726,-0.105464,-0.0712389,-0.14915746,-0.06753027,-0.16045393,-0.14791906,-0.12590434,-0.01921767,-0.012850399,-0.08589199,-0.115896255,0.083657116,-0.13164407,-0.14907075,-0.13840678,-0.031648982,-0.09368156,-0.028276635,-0.022414334,-0.04393771,-0.041928533,-0.04127972,0.10573139,0.23533148,0.9999998,0.41624725,0.08958262,0.11267084,0.1760842,0.015149467,0.010301884,-0.05265673,-0.10469348,-0.050992295,-0.13976678,0.057898846,0.024861831,-0.04408572,-0.048604783,0.07391924,0.05070154,-0.06870051,-0.11621624,-0.07360739,-0.04756269,0.053183455,-0.022536496,0.11500548,0.06943033,0.2893054,0.27106005,0.10364069,-0.033286326,0.11031599,0.10095987,-0.06454951,0.1118619,0.043194287,0.21856603,0.33629346,0.07720758,0.06436339,-0.0674081,-0.03827134,-0.034293436,-0.038377617,-0.0029825736,-0.15304133,-0.11104256,-0.083434686,-0.026752029,-0.014693348,0.1118198,0.13973644,0.08964458,0.09557924,0.3011838,0.2757741,-0.018619463,-0.12009059,-0.060390938,-0.14555708,-0.063841216,-0.03107994,-0.048319276,-0.0150773,0.12282787,0.0056208083,-0.020430129,-0.14663418,0.09564707,0.04981679,0.03305816,-0.032871258,-0.11013441,-0.1185328,0.051004283,-0.042856894,-0.100565955,0.13378802,-0.045102052,-0.19775802,-0.102232024,-0.09607452,-0.17858571,-0.09576312,-0.17457259,-0.13111827,-0.071203604,-0.051974025,-0.050856277,-0.10200562,-0.08913282,-0.065290675,-0.11128432,-0.046428718,-0.11648007,-0.046023436,-0.13845733,-0.0955902,-0.19675419,-0.1250268,-0.15310928,-0.15964442,-0.07131022,-0.067188464,0.25831363,-0.068375714
sprinkler,-0.097477145,0.08884766,0.0067108013,-0.0347428,0.047451388,0.0032131942,0.0010598376,0.02166316,-0.010093739,0.05237417,-0.0052717403,-0.028137334,-0.03017157,-0.016478915,-0.019235667,0.01239996,-0.018720662,0.009373106,-0.058711004,-0.12560931,-0.044743687,-0.019522058,-0.13195704,-0.08305292,-0.016566336,-0.06000656,-0.038318086,-0.031891663,-0.045655917,-0.014855257,0.05433511,-0.029075978,-0.060733676,0.14858368,0.15903798,0.19877386,0.0017242096,-0.017179122,0.0015099345,-0.08009474,-0.09333385,-0.14068091,-0.051813878,0.02665584,0.030860336,-0.062046662,0.1792056,-0.1540705,-0.15282607,-0.000470154,-0.012794308,-0.11183511,0.059169553,0.032994367,0.04845371,0.08368149,-0.031461574,0.109227605,0.15915126,0.41624725,1.0000001,0.3958877,0.27622494,0.28708273,0.03647823,-0.05820454,-0.13705477,-0.14874232,-0.09926725,-0.22486386,-0.05615688,-0.058108684,-0.089913316,-0.009502439,-0.053032003,-0.07125672,-0.0848427,-0.078040384,-0.07764499,-0.06415625,-0.07028677,-0.0846817,0.053622074,-0.10408489,0.13752556,0.07194926,-0.06819007,-0.09757957,-0.013057266,0.01701623,-0.0798313,-0.013087822,-0.009059936,0.055587925,0.13010097,-0.095559105,0.032028787,-0.005978441,-0.0139492415,0.0041475976,-0.021467002,0.008303016,-0.16497123,-0.032821164,0.10721508,0.037308887,0.30427253,0.31218505,0.29648328,0.25367194,0.019757532,0.086302206,0.0024767593,0.025002785,-0.059629984,-0.07157281,-0.07487273,-0.022026043,0.095957436,0.055798437,0.09995919,0.24047258,0.0059591746,0.014937844,-0.12980673,-0.035923757,-0.0697351,-0.04876047,0.08269384,-0.021501161,-0.03876653,-0.09840336,0.042441044,0.011481542,0.07857658,0.03007721,-0.13880362,-0.1100884,-0.07570894,-0.12998442,-0.11597799,-0.093511365,-0.033820592,-0.083223775,-0.07548755,-0.10905561,-0.025242668,-0.051716097,-0.052270737,-0.14112872,-0.1602215,-0.028924841,-0.069846734,-0.08719298,-0.023229841,-0.17844838,-0.0936393,-0.14093287,-0.09322101,-0.038348284,-0.0014830776,0.16147423,-0.008417729
